Date,CompanyID,Daily_Return,Trading_Volume,Value_at_Risk,Volatility,Liquidity_Ratio,Environmental_Score,Social_Score,Governance_Score,ESG_Combined_Score,Risk_Category,Compliance_Status,Market_Sentiment
2023-10-05,9,0.0054,1019796,2.956,17.76,124.12,81.86,78.05,67.75,75.89,Low,Compliant,Neutral
2023-10-05,10,0.005,1125195,2.667,14.8,125.3,73.75,74.34,69.9,72.66,Very High,Compliant,Bullish
2023-10-05,11,0.0055,1022675,2.896,15.33,125.12,80.64,88.48,76.43,81.85,Medium,Compliant,Neutral
2023-10-05,12,0.005,1053701,2.802,17.46,135.65,79.92,76.7,73.41,76.68,High,Compliant,Bullish
2023-10-05,13,0.0052,1180426,2.639,17.72,120.4,82.17,80.88,74.05,79.03,High,Under Review,Bullish
2023-10-05,14,0.0054,1021634,2.852,17.11,136.06,71.79,85.48,83.26,80.18,Medium,Compliant,Neutral
2023-10-05,15,0.006,1050128,2.711,18.05,131.64,77.3,75.89,83.84,79.01,High,Compliant,Neutral
2023-10-06,1,0.0061,1034080,2.607,15.09,120.5,69.87,74.42,68.89,71.06,Medium,Compliant,Neutral
2023-10-06,2,0.0054,992999,2.818,16.6,116.56,81.42,90.71,70.21,80.78,Medium,Compliant,Neutral
2023-10-06,3,0.0057,1075087,2.889,17.06,134.7,75.86,80.69,79.97,78.84,Very High,Compliant,Bullish
2023-10-06,4,0.0055,1051295,2.582,17.12,120.52,71.47,92.67,81.65,81.93,Low,Compliant,Bullish
2023-10-06,5,0.0061,1119608,2.785,17.42,137.65,86.92,79.16,78.83,81.64,Low,Compliant,Bullish
2023-10-06,6,0.0061,1146236,2.704,17.84,118.27,82.46,87.83,67.5,79.26,Low,Compliant,Bullish
2023-10-06,7,0.0068,1087488,2.576,16.01,130.72,87.78,92.17,69.47,83.14,High,Compliant,Bullish
2023-10-06,8,0.007,977249,2.632,14.96,132.68,78.69,79.9,84.65,81.08,Medium,Compliant,Neutral
2023-10-06,9,0.0064,1103936,2.64,16.02,131.81,81.77,78.08,67.75,75.87,Very High,Compliant,Bullish
2023-10-06,10,0.0067,982562,2.667,17.04,123.1,73.65,74.37,69.9,72.64,Medium,Compliant,Neutral
2023-10-06,11,0.0074,1103733,3.022,15.54,137.42,80.54,88.51,76.44,81.83,Medium,Compliant,Bullish
2023-10-06,12,0.0074,1118725,2.816,17.51,134.73,79.82,76.73,73.41,76.65,Medium,Compliant,Bullish
2023-10-06,13,0.0064,1013754,2.65,15.57,128.12,82.07,80.91,74.05,79.01,Medium,Compliant,Neutral
2023-10-06,14,0.007,1148069,2.625,14.88,130.51,71.7,85.5,83.27,80.16,High,Compliant,Bullish
2023-10-06,15,0.0073,1168054,2.739,16.53,129.59,77.21,75.92,83.84,78.99,Low,Compliant,Bullish
2023-10-09,1,0.0072,1147081,3.026,17.25,139.33,69.77,74.45,68.9,71.04,Medium,Compliant,Bullish
2023-10-09,2,0.0073,1037574,2.78,16.02,138.07,81.32,90.74,70.22,80.76,Low,Under Review,Neutral
2023-10-09,3,0.0073,1098540,2.665,17.34,121.17,75.76,80.72,79.97,78.82,Medium,Compliant,Bullish
2023-10-09,4,0.0084,1169599,2.806,16.32,121.89,71.37,92.7,81.65,81.91,Medium,Compliant,Bullish
2023-10-09,5,0.008,1041428,2.894,15.44,140.3,86.82,79.18,78.84,81.61,High,Compliant,Neutral
2023-10-09,6,0.0078,1149489,2.595,15.18,121.25,82.37,87.85,67.51,79.24,High,Compliant,Bullish
2023-10-09,7,0.0083,974509,2.939,17.23,139.63,87.69,92.2,69.48,83.12,Medium,Compliant,Neutral
2023-10-09,8,0.0095,973403,2.807,16.16,131.87,78.59,79.93,84.66,81.06,Low,Compliant,Neutral
2023-10-09,9,0.0098,1136996,2.588,17.91,116.53,81.67,78.11,67.76,75.85,High,Compliant,Bullish
2023-10-09,10,0.0094,1137551,2.971,16.69,123.86,73.56,74.4,69.91,72.62,Low,Compliant,Bullish
2023-10-09,11,0.0095,1143684,2.995,16.06,127.48,80.44,88.54,76.44,81.81,Medium,Compliant,Bullish
2023-10-09,12,0.0108,1174370,2.949,16.06,136.64,79.73,76.75,73.42,76.63,Low,Compliant,Bullish
2023-10-09,13,0.0095,998888,2.786,15.35,123.73,81.98,80.93,74.06,78.99,Low,Compliant,Neutral
2023-10-09,14,0.0097,1023726,2.895,16.88,123.29,71.6,85.53,83.27,80.13,Medium,Compliant,Neutral
2023-10-09,15,0.0101,1169236,2.815,16.85,138.93,77.11,75.95,83.85,78.97,Low,Compliant,Bullish
2023-10-10,1,0.0101,1012201,2.998,17.58,117.39,69.68,74.48,68.91,71.02,Very High,Compliant,Neutral
2023-10-10,2,0.0108,1121664,2.932,15.6,129.52,81.23,90.76,70.23,80.74,Medium,Compliant,Bullish
2023-10-10,3,0.0122,1088987,2.645,15.9,128.32,75.67,80.75,79.98,78.8,Medium,Compliant,Bullish
2023-10-10,4,0.0118,992320,2.97,15.26,116.88,71.28,92.73,81.66,81.89,Low,Compliant,Neutral
2023-10-10,5,0.0116,1036234,2.998,15.93,117.68,86.73,79.21,78.85,81.6,Low,Compliant,Neutral
2023-10-10,6,0.0131,1087318,2.817,16.37,125.24,82.27,87.88,67.52,79.22,High,Under Review,Bullish
2023-10-10,7,0.0112,1159401,3.111,18.16,118.9,87.59,92.22,69.49,83.1,High,Compliant,Bullish
2023-10-10,8,0.0118,1128210,3.094,17.13,127.74,78.5,79.95,84.67,81.04,Medium,Compliant,Bullish
2023-10-10,9,0.013,1109828,2.709,17.57,131.12,81.58,78.13,67.77,75.83,Medium,Compliant,Bullish
2023-10-10,10,0.0134,1082729,3.134,16.05,133.25,73.46,74.42,69.92,72.6,Medium,Compliant,Bullish
2023-10-10,11,0.0121,1040124,2.867,15.46,129.55,80.35,88.56,76.45,81.79,High,Compliant,Neutral
2023-10-10,12,0.0133,1001389,3.034,15.84,125.29,79.63,76.78,73.43,76.61,High,Compliant,Neutral
2023-10-10,13,0.0143,1064388,3.088,15.84,118.89,81.88,80.96,74.07,78.97,Medium,Compliant,Bullish
2023-10-10,14,0.0147,982030,2.911,16.94,121.93,71.51,85.56,83.28,80.12,Very High,Compliant,Neutral
2023-10-10,15,0.0148,1021775,2.851,16.14,126.36,77.01,75.97,83.86,78.95,Medium,Compliant,Neutral
2023-10-11,1,0.0142,1069969,3.154,17.86,139.35,69.58,74.5,68.91,71.0,Low,Compliant,Bullish
2023-10-11,2,0.0138,1067127,2.757,18.31,120.83,81.13,90.79,70.23,80.72,Medium,Compliant,Bullish
2023-10-11,3,0.015,986073,2.774,16.16,126.26,75.57,80.77,79.99,78.78,Medium,Compliant,Neutral
2023-10-11,4,0.0144,1104456,2.837,17.37,134.48,71.18,92.75,81.67,81.87,Low,Compliant,Bullish
2023-10-11,5,0.0172,1096083,3.13,17.22,133.8,86.63,79.23,78.85,81.57,Medium,Compliant,Bullish
2023-10-11,6,0.016,993879,3.179,15.68,140.51,82.18,87.91,67.53,79.21,Medium,Compliant,Neutral
2023-10-11,7,0.0158,1181864,2.761,18.1,120.61,87.5,92.25,69.49,83.08,High,Compliant,Bullish
2023-10-11,8,0.0176,998812,3.14,15.71,116.15,78.4,79.98,84.68,81.02,High,Compliant,Neutral
2023-10-11,9,0.0169,1163051,2.787,17.51,124.03,81.48,78.16,67.78,75.81,High,Compliant,Bullish
2023-10-11,10,0.0166,977605,3.207,16.21,119.6,73.37,74.45,69.93,72.58,Low,Compliant,Neutral
2023-10-11,11,0.0186,1169381,2.99,16.28,129.88,80.25,88.59,76.46,81.77,Medium,Compliant,Bullish
2023-10-11,12,0.0191,982131,2.646,16.59,138.91,79.54,76.8,73.44,76.59,Medium,Under Review,Neutral
2023-10-11,13,0.0187,1142697,2.663,17.96,133.51,81.79,80.99,74.08,78.95,Low,Compliant,Bullish
2023-10-11,14,0.0167,1056773,2.732,15.54,119.32,71.41,85.58,83.29,80.09,Low,Compliant,Bullish
2023-10-11,15,0.0189,1138797,2.757,15.26,118.82,76.92,76.0,83.87,78.93,Low,Compliant,Bullish
2023-10-12,1,0.0199,1065815,3.101,16.43,139.32,69.49,74.53,68.92,70.98,Low,Compliant,Bullish
2023-10-12,2,0.0178,994035,2.782,15.27,128.42,81.04,90.81,70.24,80.7,High,Compliant,Neutral
2023-10-12,3,0.0184,1145705,3.224,17.4,139.67,75.48,80.8,80.0,78.76,Low,Under Review,Bullish
2023-10-12,4,0.0213,994423,3.03,17.65,134.86,71.09,92.78,81.68,81.85,Low,Compliant,Neutral
2023-10-12,5,0.0181,1179705,3.065,17.97,141.51,86.54,79.26,78.86,81.55,Low,Compliant,Bullish
2023-10-12,6,0.0213,990323,2.787,17.61,138.38,82.08,87.93,67.53,79.18,High,Compliant,Neutral
2023-10-12,7,0.0205,1083705,3.188,18.19,126.62,87.4,92.27,69.5,83.06,Low,Compliant,Bullish
2023-10-12,8,0.0206,1136925,3.057,17.63,135.51,78.31,80.0,84.69,81.0,Low,Compliant,Bullish
2023-10-12,9,0.019,1065305,3.176,18.27,128.13,81.39,78.18,67.79,75.79,Low,Compliant,Bullish
2023-10-12,10,0.0228,1027147,3.232,15.78,122.01,73.27,74.47,69.93,72.56,Low,Compliant,Neutral
2023-10-12,11,0.0211,1145313,2.742,16.82,122.23,80.16,88.61,76.47,81.75,Low,Compliant,Bullish
2023-10-12,12,0.0221,1150982,2.727,18.48,126.28,79.44,76.83,73.44,76.57,High,Compliant,Bullish
2023-10-12,13,0.023,1181313,3.148,17.44,118.92,81.7,81.01,74.08,78.93,Low,Compliant,Bullish
2023-10-12,14,0.0234,1062420,3.187,18.11,120.65,71.32,85.61,83.3,80.08,Low,Compliant,Bullish
2023-10-12,15,0.0248,1090935,3.022,15.26,129.0,76.83,76.02,83.88,78.91,Low,Compliant,Bullish
2023-10-13,1,0.0231,1059912,2.894,18.1,140.71,69.4,74.55,68.93,70.96,High,Compliant,Bullish
2023-10-13,2,0.0227,1036962,3.066,17.52,131.02,80.95,90.84,70.25,80.68,Low,Compliant,Neutral
2023-10-13,3,0.0256,1144815,2.862,15.75,126.67,75.39,80.82,80.01,78.74,Very High,Compliant,Bullish
2023-10-13,4,0.0244,1055292,2.824,15.26,122.41,71.0,92.8,81.69,81.83,High,Compliant,Bullish
2023-10-13,5,0.023,1074757,2.974,16.06,121.22,86.45,79.28,78.87,81.53,Medium,Compliant,Bullish
2023-10-13,6,0.0224,1069587,2.814,18.28,133.18,81.99,87.95,67.54,79.16,High,Compliant,Bullish
2023-10-13,7,0.0261,1137162,2.975,17.45,138.1,87.31,92.3,69.51,83.04,Medium,Compliant,Bullish
2023-10-13,8,0.0239,1182098,3.26,18.3,126.51,78.22,80.03,84.69,80.98,Medium,Compliant,Bullish
2023-10-13,9,0.0256,1127501,3.192,16.71,130.45,81.3,78.21,67.79,75.77,Medium,Compliant,Bullish
2023-10-13,10,0.0249,1085079,3.255,18.37,134.5,73.18,74.5,69.94,72.54,Medium,Compliant,Bullish
2023-10-13,11,0.0238,1152400,3.175,16.77,117.77,80.07,88.64,76.48,81.73,Low,Compliant,Bullish
2023-10-13,12,0.026,1122401,2.907,15.9,125.35,79.35,76.85,73.45,76.55,Medium,Compliant,Bullish
2023-10-13,13,0.0234,995850,3.183,15.73,135.15,81.6,81.03,74.09,78.91,High,Compliant,Neutral
2023-10-13,14,0.0254,1003661,3.251,18.58,134.01,71.23,85.63,83.31,80.06,Low,Compliant,Neutral
2023-10-13,15,0.0263,991205,3.267,16.36,117.71,76.74,76.05,83.88,78.89,Very High,Compliant,Neutral
2023-10-16,1,0.0259,1082873,3.111,15.77,122.49,69.31,74.57,68.94,70.94,Low,Compliant,Bullish
2023-10-16,2,0.0278,1163676,2.829,15.26,133.94,80.86,90.86,70.26,80.66,Very High,Compliant,Bullish
2023-10-16,3,0.0284,1051802,2.727,16.21,123.39,75.3,80.84,80.02,78.72,Medium,Compliant,Bullish
2023-10-16,4,0.0283,1067502,2.793,18.26,137.46,70.91,92.82,81.7,81.81,Medium,Compliant,Bullish
2023-10-16,5,0.0245,1182502,3.287,17.06,117.17,86.36,79.31,78.88,81.52,High,Compliant,Bullish
2023-10-16,6,0.0255,1166820,2.986,17.4,121.35,81.9,87.98,67.55,79.14,High,Compliant,Bullish
2023-10-16,7,0.0275,1129424,3.224,18.39,123.72,87.22,92.32,69.52,83.02,Low,Compliant,Bullish
2023-10-16,8,0.0299,1042504,2.99,17.0,140.4,78.13,80.05,84.7,80.96,High,Compliant,Neutral
2023-10-16,9,0.0295,1009908,3.11,18.11,137.08,81.21,78.23,67.8,75.75,Low,Compliant,Neutral
2023-10-16,10,0.0297,987974,2.727,16.37,139.37,73.09,74.52,69.95,72.52,Medium,Compliant,Neutral
2023-10-16,11,0.0268,1008029,2.865,18.59,127.91,79.98,88.66,76.49,81.71,Very High,Compliant,Neutral
2023-10-16,12,0.0277,1048800,2.979,15.55,137.82,79.26,76.88,73.46,76.53,Low,Compliant,Neutral
2023-10-16,13,0.028,1105694,3.097,17.74,138.64,81.51,81.06,74.1,78.89,Low,Compliant,Bullish
2023-10-16,14,0.0264,999087,2.821,17.53,126.91,71.14,85.65,83.32,80.04,Medium,Compliant,Neutral
2023-10-16,15,0.0258,1015056,3.181,15.94,142.33,76.64,76.07,83.89,78.87,Low,Compliant,Neutral
2023-10-17,1,0.0311,1025036,2.94,16.62,138.63,69.22,74.59,68.95,70.92,Low,Compliant,Neutral
2023-10-17,2,0.0271,1123948,3.215,16.36,141.84,80.77,90.88,70.27,80.64,Medium,Compliant,Bullish
2023-10-17,3,0.0272,1120576,2.781,15.62,139.07,75.21,80.86,80.03,78.7,Medium,Compliant,Bullish
2023-10-17,4,0.0264,1106506,3.134,17.29,136.75,70.82,92.85,81.71,81.79,Medium,Compliant,Bullish
2023-10-17,5,0.0314,1040887,2.902,18.69,141.11,86.27,79.33,78.89,81.5,Medium,Compliant,Neutral
2023-10-17,6,0.0295,1067483,3.207,17.22,127.54,81.81,88.0,67.56,79.12,Very High,Compliant,Bullish
2023-10-17,7,0.03,1007500,2.97,17.17,136.99,87.13,92.34,69.53,83.0,Very High,Compliant,Neutral
2023-10-17,8,0.0315,1036104,3.13,15.46,122.21,78.04,80.07,84.71,80.94,High,Compliant,Neutral
2023-10-17,9,0.0283,1183435,3.294,15.8,135.71,81.12,78.25,67.81,75.73,Low,Compliant,Bullish
2023-10-17,10,0.03,1201598,2.741,17.07,137.09,73.0,74.54,69.96,72.5,Low,Compliant,Bullish
2023-10-17,11,0.0266,1128965,2.736,18.68,135.33,79.89,88.68,76.5,81.69,High,Compliant,Bullish
2023-10-17,12,0.0275,1188182,3.198,18.32,138.8,79.17,76.9,73.47,76.51,Medium,Compliant,Bullish
2023-10-17,13,0.0313,1128238,3.123,16.49,127.49,81.42,81.08,74.11,78.87,Very High,Compliant,Bullish
2023-10-17,14,0.031,994668,2.91,17.19,130.92,71.05,85.68,83.33,80.02,Medium,Compliant,Neutral
2023-10-17,15,0.0286,1206281,3.033,17.22,117.08,76.56,76.09,83.9,78.85,High,Compliant,Bullish
2023-10-18,1,0.0287,1009411,2.759,17.68,120.61,69.13,74.61,68.96,70.9,Low,Compliant,Neutral
2023-10-18,2,0.0297,1137700,2.851,17.69,133.55,80.68,90.9,70.28,80.62,Medium,Under Review,Bullish
2023-10-18,3,0.0265,1043511,2.993,18.04,131.45,75.12,80.88,80.04,78.68,High,Compliant,Neutral
2023-10-18,4,0.028,1074229,3.242,15.44,121.98,70.73,92.87,81.72,81.77,High,Compliant,Bullish
2023-10-18,5,0.0278,1130170,3.027,18.57,123.2,86.18,79.35,78.9,81.48,Medium,Compliant,Bullish
2023-10-18,6,0.028,1084339,3.093,15.6,125.83,81.72,88.02,67.57,79.1,Low,Compliant,Bullish
2023-10-18,7,0.0312,1043658,3.268,16.99,135.52,87.04,92.36,69.54,82.98,High,Compliant,Neutral
2023-10-18,8,0.0281,1062256,2.925,18.5,132.76,77.95,80.09,84.72,80.92,Medium,Compliant,Bullish
2023-10-18,9,0.0276,1063982,3.164,17.03,118.74,81.03,78.27,67.82,75.71,Low,Compliant,Bullish
2023-10-18,10,0.0294,1199931,3.263,15.58,136.7,72.91,74.56,69.97,72.48,Medium,Compliant,Bullish
2023-10-18,11,0.0315,1164789,2.862,16.15,123.79,79.8,88.7,76.51,81.67,Medium,Compliant,Bullish
2023-10-18,12,0.0277,1090202,2.956,17.35,134.44,79.08,76.92,73.48,76.49,Medium,Compliant,Bullish
2023-10-18,13,0.0267,1033478,3.336,15.67,120.2,81.34,81.1,74.12,78.85,High,Compliant,Neutral
2023-10-18,14,0.0283,1168060,3.339,16.82,142.96,70.96,85.7,83.34,80.0,Medium,Compliant,Bullish
2023-10-18,15,0.0305,1024421,2.876,16.5,119.11,76.47,76.11,83.91,78.83,Medium,Compliant,Neutral
2023-10-19,1,0.0,942092,2.283,15.95,125.8,69.05,74.63,68.97,70.88,Low,Compliant,Neutral
2023-10-19,2,0.0003,973369,2.387,13.84,121.01,80.59,90.92,70.29,80.6,Medium,Compliant,Neutral
2023-10-19,3,0.0006,1076437,2.453,15.56,110.1,75.03,80.9,80.05,78.66,Low,Compliant,Bullish
2023-10-19,4,0.0009,926832,2.477,14.74,108.69,70.65,92.89,81.73,81.76,Low,Compliant,Neutral
2023-10-19,5,0.0012,925078,2.568,15.29,116.78,86.09,79.37,78.91,81.46,Low,Compliant,Neutral
2023-10-19,6,0.0014,999648,2.711,14.14,127.35,81.64,88.04,67.58,79.09,Low,Compliant,Neutral
2023-10-19,7,0.0015,956261,2.427,15.37,109.09,86.96,92.38,69.55,82.96,Low,Compliant,Neutral
2023-10-19,8,0.0022,1014958,2.691,15.56,125.04,77.86,80.11,84.73,80.9,Medium,Compliant,Neutral
2023-10-19,9,0.0022,991681,2.312,13.75,123.88,80.94,78.29,67.83,75.69,Low,Compliant,Neutral
2023-10-19,10,0.0024,988510,2.288,16.03,114.53,72.83,74.58,69.98,72.46,Low,Compliant,Neutral
2023-10-19,11,0.0029,923971,2.523,16.15,110.03,79.71,88.72,76.52,81.65,Very High,Compliant,Neutral
2023-10-19,12,0.003,929955,2.301,13.75,130.19,79.0,76.94,73.49,76.48,Medium,Compliant,Neutral
2023-10-19,13,0.0034,1066398,2.471,15.38,115.42,81.25,81.12,74.13,78.83,Medium,Under Review,Bullish
2023-10-19,14,0.0037,1079570,2.728,15.36,110.89,70.87,85.72,83.35,79.98,Low,Under Review,Bullish
2023-10-19,15,0.0039,949202,2.398,13.61,124.62,76.38,76.13,83.92,78.81,Medium,Compliant,Neutral
2023-10-20,1,0.0044,925058,2.635,14.61,113.46,68.96,74.65,68.98,70.86,Medium,Compliant,Neutral
2023-10-20,2,0.0042,913174,2.433,16.51,119.71,80.51,90.94,70.3,80.58,Medium,Compliant,Neutral
2023-10-20,3,0.0046,1024628,2.304,15.27,109.49,74.95,80.92,80.06,78.64,Low,Compliant,Neutral
2023-10-20,4,0.005,1046280,2.566,16.41,132.19,70.56,92.9,81.74,81.73,High,Compliant,Neutral
2023-10-20,5,0.0054,977727,2.709,15.64,119.09,86.01,79.39,78.92,81.44,Very High,Compliant,Neutral
2023-10-20,6,0.0058,1039476,2.495,13.69,132.38,81.55,88.06,67.59,79.07,High,Compliant,Neutral
2023-10-20,7,0.0056,1046334,2.603,13.84,117.63,86.87,92.4,69.56,82.94,Low,Compliant,Neutral
2023-10-20,8,0.0061,1091156,2.748,15.8,116.74,77.78,80.13,84.74,80.88,Medium,Compliant,Bullish
2023-10-20,9,0.0058,916564,2.694,15.3,130.4,80.86,78.31,67.84,75.67,Low,Compliant,Neutral
2023-10-20,10,0.007,942308,2.393,14.01,116.33,72.74,74.6,69.99,72.44,Medium,Compliant,Neutral
2023-10-20,11,0.0065,917610,2.67,15.49,118.82,79.63,88.74,76.53,81.63,Medium,Compliant,Neutral
2023-10-20,12,0.0072,1078370,2.553,16.09,110.31,78.91,76.96,73.5,76.46,Medium,Compliant,Bullish
2023-10-20,13,0.0065,1063403,2.68,15.92,131.47,81.16,81.14,74.14,78.81,Medium,Compliant,Bullish
2023-10-20,14,0.0069,1019786,2.553,14.39,110.51,70.79,85.74,83.36,79.96,High,Compliant,Neutral
2023-10-20,15,0.0076,921277,2.368,14.43,127.07,76.3,76.15,83.93,78.79,High,Compliant,Neutral
2023-10-23,1,0.0084,959558,2.595,16.59,121.48,68.88,74.67,68.99,70.85,Low,Compliant,Neutral
2023-10-23,2,0.0081,964628,2.557,16.35,109.99,80.42,90.96,70.31,80.56,High,Compliant,Neutral
2023-10-23,3,0.009,1017685,2.572,14.63,108.57,74.87,80.94,80.07,78.63,High,Compliant,Neutral
2023-10-23,4,0.0084,956976,2.759,16.17,131.11,70.48,92.92,81.75,81.72,Low,Compliant,Neutral
2023-10-23,5,0.0086,919907,2.769,14.16,126.46,85.92,79.4,78.93,81.42,Low,Under Review,Neutral
2023-10-23,6,0.0082,1052411,2.544,14.27,125.13,81.47,88.08,67.6,79.05,High,Compliant,Bullish
2023-10-23,7,0.0096,965722,2.547,14.23,119.17,86.79,92.42,69.57,82.93,Medium,Compliant,Neutral
2023-10-23,8,0.0088,996739,2.579,13.95,114.36,77.69,80.15,84.75,80.86,Medium,Compliant,Neutral
2023-10-23,9,0.0102,931545,2.583,16.29,125.03,80.77,78.33,67.85,75.65,Medium,Compliant,Neutral
2023-10-23,10,0.0104,1067579,2.807,15.46,123.32,72.66,74.62,70.0,72.43,Very High,Compliant,Bullish
2023-10-23,11,0.0106,1020033,2.653,14.49,126.19,79.55,88.76,76.54,81.62,Very High,Compliant,Neutral
2023-10-23,12,0.01,1087888,2.463,16.29,117.5,78.83,76.97,73.51,76.44,Low,Compliant,Bullish
2023-10-23,13,0.0105,1006267,2.595,16.15,132.52,81.08,81.15,74.15,78.79,Low,Compliant,Neutral
2023-10-23,14,0.0108,1096284,2.646,14.02,110.32,70.7,85.75,83.37,79.94,Medium,Compliant,Bullish
2023-10-23,15,0.0096,1086484,2.654,15.68,110.64,76.21,76.17,83.94,78.77,Low,Compliant,Bullish
2023-10-24,1,0.0108,1023102,2.628,15.92,130.89,68.79,74.69,69.0,70.83,Medium,Compliant,Neutral
2023-10-24,2,0.0097,1095324,2.418,15.91,124.4,80.34,90.97,70.32,80.54,High,Compliant,Bullish
2023-10-24,3,0.0108,972367,2.345,15.93,116.65,74.78,80.96,80.08,78.61,High,Under Review,Neutral
2023-10-24,4,0.0102,981113,2.504,14.25,127.2,70.39,92.94,81.76,81.7,High,Under Review,Neutral
2023-10-24,5,0.0104,916710,2.551,14.7,119.74,85.84,79.42,78.94,81.4,Low,Compliant,Neutral
2023-10-24,6,0.0109,1026539,2.363,16.32,109.32,81.39,88.09,67.61,79.03,High,Compliant,Neutral
2023-10-24,7,0.0111,1053489,2.755,16.49,124.57,86.71,92.43,69.58,82.91,Medium,Compliant,Bullish
2023-10-24,8,0.0117,1064079,2.512,14.6,114.72,77.61,80.16,84.76,80.84,Low,Compliant,Bullish
2023-10-24,9,0.0105,938388,2.808,13.82,111.65,80.69,78.34,67.86,75.63,Medium,Compliant,Neutral
2023-10-24,10,0.0116,997959,2.416,16.38,114.32,72.58,74.64,70.01,72.41,High,Compliant,Neutral
2023-10-24,11,0.0109,944166,2.366,14.91,120.41,79.46,88.77,76.55,81.59,Medium,Compliant,Neutral
2023-10-24,12,0.0119,1042308,2.588,14.77,110.11,78.75,76.99,73.52,76.42,Very High,Compliant,Neutral
2023-10-24,13,0.0122,940666,2.437,14.83,130.3,81.0,81.17,74.16,78.78,Medium,Compliant,Neutral
2023-10-24,14,0.012,1091548,2.827,15.04,122.49,70.62,85.77,83.38,79.92,Medium,Compliant,Bullish
2023-10-24,15,0.0125,955669,2.346,14.93,116.05,76.13,76.18,83.95,78.75,Low,Compliant,Neutral
2023-10-25,1,0.0116,968109,2.556,15.51,125.6,68.71,74.7,69.01,70.81,Low,Compliant,Neutral
2023-10-25,2,0.0127,1081340,2.824,14.02,128.46,80.26,90.99,70.33,80.53,Medium,Compliant,Bullish
2023-10-25,3,0.012,1002203,2.543,16.76,123.87,74.7,80.97,80.09,78.59,Medium,Compliant,Neutral
2023-10-25,4,0.0121,914543,2.392,16.65,113.92,70.31,92.95,81.77,81.68,Medium,Compliant,Neutral
2023-10-25,5,0.0125,1009845,2.502,16.65,111.7,85.76,79.44,78.95,81.38,Medium,Compliant,Neutral
2023-10-25,6,0.011,927096,2.604,16.48,129.88,81.31,88.11,67.63,79.02,High,Compliant,Neutral
2023-10-25,7,0.0126,1109446,2.442,15.82,114.75,86.63,92.45,69.59,82.89,Low,Compliant,Bullish
2023-10-25,8,0.0125,1029277,2.59,14.47,109.56,77.53,80.18,84.78,80.83,Medium,Compliant,Neutral
2023-10-25,9,0.0118,962364,2.783,13.95,124.68,80.61,78.36,67.88,75.62,Medium,Compliant,Neutral
2023-10-25,10,0.0112,1024688,2.803,14.11,112.81,72.49,74.65,70.02,72.39,Low,Under Review,Neutral
2023-10-25,11,0.0112,926326,2.374,14.8,133.15,79.38,88.79,76.56,81.58,Very High,Compliant,Neutral
2023-10-25,12,0.0133,1072843,2.433,15.35,130.23,78.67,77.01,73.53,76.4,High,Compliant,Bullish
2023-10-25,13,0.0127,1098420,2.493,16.86,123.91,80.92,81.19,74.17,78.76,Low,Compliant,Bullish
2023-10-25,14,0.0113,1088302,2.66,15.15,129.4,70.54,85.78,83.39,79.9,High,Compliant,Bullish
2023-10-25,15,0.0118,980600,2.539,15.42,120.6,76.05,76.2,83.97,78.74,Very High,Compliant,Neutral
2023-10-26,1,0.0123,977527,2.792,15.95,128.33,68.63,74.72,69.03,70.79,High,Under Review,Neutral
2023-10-26,2,0.0129,918801,2.726,14.37,124.9,80.18,91.0,70.34,80.51,Medium,Compliant,Neutral
2023-10-26,3,0.0109,1043841,2.404,16.69,109.92,74.62,80.99,80.1,78.57,Very High,Compliant,Neutral
2023-10-26,4,0.0113,1020407,2.678,15.45,132.27,70.23,92.97,81.78,81.66,Low,Compliant,Neutral
2023-10-26,5,0.0128,1005263,2.411,14.67,130.16,85.68,79.45,78.96,81.36,Medium,Compliant,Neutral
2023-10-26,6,0.0107,1096316,2.486,16.7,132.42,81.23,88.12,67.64,79.0,Low,Compliant,Bullish
2023-10-26,7,0.0111,946502,2.446,15.75,127.05,86.55,92.46,69.61,82.87,Medium,Compliant,Neutral
2023-10-26,8,0.0128,914575,2.444,15.32,119.31,77.45,80.19,84.79,80.81,Very High,Compliant,Neutral
2023-10-26,9,0.0119,927640,2.676,15.62,114.34,80.53,78.37,67.89,75.6,High,Compliant,Neutral
2023-10-26,10,0.011,958239,2.648,16.14,113.7,72.42,74.67,70.04,72.38,High,Compliant,Neutral
2023-10-26,11,0.0104,919830,2.446,14.31,112.87,79.3,88.8,76.57,81.56,Low,Compliant,Neutral
2023-10-26,12,0.0103,1015278,2.872,16.5,114.72,78.59,77.02,73.55,76.39,Very High,Compliant,Neutral
2023-10-26,13,0.0107,977137,2.575,16.79,122.76,80.84,81.2,74.19,78.74,Low,Compliant,Neutral
2023-10-26,14,0.012,950178,2.405,15.59,126.01,70.46,85.8,83.4,79.89,Low,Compliant,Neutral
2023-10-26,15,0.0108,1065991,2.417,15.94,117.04,75.97,76.21,83.98,78.72,Medium,Compliant,Bullish
2023-10-27,1,0.0114,955365,2.66,16.49,122.76,68.56,74.73,69.04,70.78,Low,Compliant,Neutral
2023-10-27,2,0.0117,1053660,2.867,15.0,117.73,80.1,91.02,70.36,80.49,Low,Compliant,Bullish
2023-10-27,3,0.0104,985105,2.654,16.91,126.39,74.55,81.0,80.11,78.55,Very High,Compliant,Neutral
2023-10-27,4,0.0099,1018300,2.851,15.95,133.51,70.16,92.98,81.79,81.64,Medium,Compliant,Neutral
